id,score
82750f1b9d1223508ee329d47e27d35176c93eb9f35e9c1a,0.052028213180172915
f000950527a6feb670cc1c87c2025f3922aaa4a0206a0a33,0.5246344599660785
e9f7b28ec10e04700ef4db75a494f9a1e8e8b09555e6afa1,0.03184605734226257
beb4aaaa89e0a0ae9d77bd5d7665be6342f552f51840cf19,0.031649490804010194
e9f7b28ec10e0470ee4172cec0133b6826c34f27d3dff204,0.046629299001598803
d8071a739aa75a3ba10ae8205ae3c7b267bdbe32cd6cb582,0.04476486063233333
f000950527a6feb63dcc53f7fc8ccac0eb92d37b34f18854,0.48981143598436766
4a8fc4f3fb4d8a0ff806928b39e9b5e776d9b0d2d32bce0a,0.03647277559641978
f000950527a6feb678e9430f14270a010ec5e747a694829a,0.10281569629386397
d8071a739aa75a3bb4ea6cf0f8ce3b13082101f40a426037,0.03166529966717721
8f19388cfd6e2b9c1245cd2b699345995d8983b74a3e1f98,0.03250354763659036
da8691b210adb3f650c6cf12438085a7b6a3fa62e4806333,0.031652791047649974
da8691b210adb3f62d73891e5769ab06c8bfad96fa50778f,0.03165890620485208
f000950527a6feb6dc5fea352959ce7a91b1a31843cc2042,0.08689544086159627
f000950527a6feb655bd97953a1686480289fcb12ab193f0,0.05323592576657575
516ab81418ed215dbf53c2d4e3d8e4c41e3ded65e5488128,0.25533954842573997
beb4aaaa89e0a0ae25ca69a05a0a98b61b6904fba82af3c1,0.031649490804010194
d8071a739aa75a3b5e86ec27db851adf4b918ec69eb2ad7a,0.03169146770343923
f000950527a6feb6dc7742533476c3c4cac8b73ae70bba55,0.03165250178561883
da8691b210adb3f6aa6a0dc8c49a7ab6c5c147166f1814bb,0.03646595542356308
f000950527a6feb62a3aeaff423d389389671b050d2e7e41,0.24963826589437063
f000950527a6feb6ce9820790c60cd8067cf2230c1f92042,0.06008264816347209
da8691b210adb3f6768acc16c1680dd37c53dec6c7110778,0.03165890620485208
f000950527a6feb673902053c9d423b83fde557412062a24,0.046488847327091215
d8071a739aa75a3b4c3e522b106e841a5ba6c383f0484714,0.08588667356445505
d8071a739aa75a3bc8b1cbc0701ffbf91045921a9fc588cf,0.19603441504916144
ed38190adf12fceba12f54c2e462909039f760602019e698,0.08080722141540875
f000950527a6feb672674e03f0677ee12a3b907e7589ec1d,0.03194012926255199
da8691b210adb3f6ed9ceaa4f3567233848096066c1b3ab6,0.031649490804010194
516ab81418ed215d7fe43608f515e624e2205dc807091821,0.09837073691437859
47645761dc56bb8c6c2f0ef187b56b89a52148f3f51f2cb6,0.04004544571174564
8f19388cfd6e2b9c5b98a9d103880b27bff4d66929cd6f3e,0.031649490804010194
d8071a739aa75a3bc4b04099403dbe065550132da5653998,0.03165374330310947
59b38c56de383683428a7abb3662f7e25e8cf7c5749e5ee4,0.12014079806426084
