id,YEAR,TAXATION_BASIS,TAX_RATE,MULTIPLY,DEDUCTION,TAX_AMOUNT
216bd2aaf4d079243f3c0bd3d6d28333c790bd3aee0ddad8,2015,5.941136044594353e-06,0.0016708333333333334,2.427705210950444e-06,-0.0012650023206239207,6.571971102823994e-07
216bd2aaf4d079248a1cb9c41425810a25d29c1fc1d1c15a,2016,3.718056763039421e-05,0.005520833333333333,0.0005178405749637989,-0.00045004617207182235,8.34612996845499e-05
216bd2aaf4d07924caa4f30fb76969cba69358e90e310f5e,2016,3.137036637733113e-05,0.00125,0.00011860133386293641,-0.001265000388871434,3.1999859295552014e-05
216bd2aaf4d07924d90a8951ef6a87c01e2f2ec78aa14698,2016,7.358373248622001e-05,2.7083333333333332e-05,4.934984041093005e-06,-0.0012650013547476774,1.3639940024729045e-06
47645761dc56bb8c0ee994e2cf201d523319b7160f6722f8,2016,0.007447395136309267,0.0007323015955195312,9.033203756900666e-07,-0.0012650023206239207,2.464655829492829e-07
47645761dc56bb8c13c6beba56cc623f3c8f120f1b2d9451,2016,3.0479334299928413e-06,1.2499999999999999e-05,1.1523262622262686e-07,-0.0012649965253664608,3.079986457196881e-08
47645761dc56bb8c176484f5aa65cca99a54a1cbd5aec3de,2016,0.007447171119063572,0.000625067728277371,4.047001842001495e-06,-0.0012650052182526506,1.1060618032760488e-06
47645761dc56bb8c22a3d787cc419c37bd748cb9630e098e,2016,2.906993862104403e-06,0.002916666666666667,2.5644301993049525e-05,-0.0012650042523764072,6.8235699965352725e-06
47645761dc56bb8c27b5d4f1c8aa9efcc8c85f66fb559a1b,2016,0.011287650655437407,0.07900675630494113,0.01338804235679084,0.04491659344407159,0.00041898277716320714
47645761dc56bb8c2c1538ec02d60b016a11d5592630cee5,2016,3.542245710626296e-05,1.2499999999999999e-05,1.33920994449758e-06,-0.001265006184128894,3.6279840476332097e-07
47645761dc56bb8c2e2a2e2964dfd57f49f7015272c094e1,2016,8.692862446618044e-06,1.2499999999999999e-05,3.286493593523791e-07,-0.001265009081757624,8.986627152167524e-08
47645761dc56bb8c32e7028b77e1aea28c6a700bef73d5d5,2016,3.3002866875684023e-07,0.00125,1.2477329673731563e-06,-0.0012650023206239207,3.9999824119440016e-07
47645761dc56bb8c3593d574d325d27f439fd4a8f5d4c93b,2016,1.9207060498004885e-07,0.00125,7.261575995795869e-07,-0.0012650042523764072,1.994657896089409e-07
47645761dc56bb8c39cdb112f3424ee59bdf36c4c5c626ba,2016,0.00893720659619968,0.0005916830032234747,1.3632886389069034e-06,-0.0012650046387269048,3.709050357848608e-07
47645761dc56bb8c44cae990caa278e32085a68d12e1b0c0,2016,1.7269747118617898e-05,1.2499999999999999e-05,6.52913969542851e-07,-0.0012650119793863538,1.762658916196657e-07
47645761dc56bb8c48985104ac038842fdfb3a5e9192f346,2016,0.008966621942267439,0.0005878022459782763,2.5354204348981175e-05,-0.001265005025077402,6.873276444641029e-06
47645761dc56bb8c48b35ffa652ee8180efc335bbf1f0ba4,2016,2.7566330538317176e-05,2.7083333333333332e-05,2.2116440367830182e-06,-0.0012650119793863538,6.022640184917018e-07
47645761dc56bb8c57527365263b00d2f6c822de5a9dddce,2016,2.9854117186083725e-05,1.2499999999999999e-05,1.1286888004370117e-06,-0.001265000388871434,3.0613198726078097e-07
47645761dc56bb8c610951b4ff86e426c1064c998c8258bd,2016,1.750607918765119e-06,1.2499999999999999e-05,6.618489300991901e-08,-0.0012649965253664608,1.5999929647776005e-08
47645761dc56bb8c6216e4fc602dfd5f4da3af1dd5a3c3d3,2016,0.0074996400582571,6.33856984961023e-06,5.983450004676443e-06,-0.0012650071500051373,1.6203928750785152e-06
47645761dc56bb8c6fb72a69b5990a94b52607234901e0a9,2016,0.014893815324681632,2.321269052855626e-07,1.0456622159022475e-05,-0.0012650042523764072,2.8311875511739644e-06
47645761dc56bb8c74e4cee9eac3fdb60bb1f0607bee3236,2016,3.0578821973168946e-06,4.1666666666666665e-05,3.853625244444948e-07,-0.0012649984571189475,1.0693286314596964e-07
47645761dc56bb8c7963067ac0fcb4a98f719c337ac04bde,2016,0.007447071133170445,0.0014062591062311437,1.930560144810312e-06,-0.001262468585768621,3.544651080717709e-07
